Survived,Pclass,Sex,Age,SibSp,Fare,Cabin,Embarked,Alone,Title,NameSize,NameCount
1,2,female,28.0,1.0,26.0,0,S,0, Mrs,43,7
1,2,female,19.0,0.0,26.0,0,S,1, Miss,67,9
0,3,male,28.0,0.0,7.75,0,Q,1, Mr,16,3
1,3,male,32.0,0.0,8.05,1,S,1, Mr,34,5
1,1,male,28.0,0.0,26.55,1,S,1, Mr,41,4
1,3,female,28.0,1.0,16.1,0,S,0, Mrs,49,6
1,2,female,42.0,1.0,26.0,0,S,0, Mrs,51,7
0,3,male,17.0,0.0,7.125,0,S,1, Mr,26,4
0,1,male,50.0,1.0,55.9,1,S,0, Mr,25,4
1,1,female,14.0,1.0,65.6344,1,S,0, Miss,25,4
0,3,female,21.0,2.0,34.375,0,S,0, Miss,36,5
1,2,female,24.0,2.0,18.75,0,S,0, Mrs,37,5
0,1,male,54.5,1.0,65.6344,1,S,0, Mr,17,3
0,2,male,31.0,0.0,10.5,0,S,1, Mr,38,5
1,2,female,45.0,1.0,26.25,0,S,0, Mrs,43,6
0,3,male,20.0,0.0,9.5,0,S,1, Mr,15,3
0,3,male,25.0,1.0,7.775,0,S,0, Mr,25,4
1,2,female,28.0,0.0,13.0,0,S,1, Miss,25,3
1,3,male,28.0,0.0,8.1125,0,S,1, Mr,33,3
1,1,male,4.0,0.0,65.6344,1,S,1, Other,25,3
1,2,female,13.0,0.0,19.5,0,S,1, Miss,33,4
1,1,male,34.0,0.0,26.55,0,S,1, Mr,27,4
1,3,female,5.0,2.0,19.2583,0,C,0, Miss,30,4
1,1,male,52.0,0.0,30.5,1,S,1, Other,30,4
0,2,male,36.0,1.0,27.75,0,S,0, Mr,21,4
0,3,male,28.0,1.0,19.9667,0,S,0, Mr,31,5
0,1,male,30.0,0.0,27.75,1,C,1, Mr,31,4
1,1,male,49.0,1.0,65.6344,1,C,0, Mr,24,4
0,3,male,28.0,0.0,8.05,0,S,1, Mr,19,3
1,3,male,29.0,0.0,7.8958,0,C,1, Mr,18,3
0,1,male,54.5,0.0,26.55,1,S,1, Mr,25,4
1,1,female,28.0,1.0,51.8625,1,S,0, Mrs,33,5
1,2,female,50.0,0.0,10.5,0,S,1, Miss,19,3
0,3,male,28.0,0.0,7.75,0,Q,1, Mr,21,3
1,1,male,48.0,0.0,26.55,1,S,1, Mr,19,3
0,3,male,34.0,0.0,8.05,0,S,1, Mr,19,3
0,1,male,47.0,0.0,38.5,1,S,1, Mr,17,4
0,2,male,48.0,0.0,13.0,0,S,1, Mr,28,4
0,3,male,28.0,0.0,8.05,0,S,1, Mr,18,3
0,3,male,38.0,0.0,7.05,0,S,1, Mr,31,4
0,2,male,28.0,0.0,0.0,0,S,1, Mr,21,3
0,1,male,54.5,0.0,26.55,0,S,1, Mr,26,4
0,3,male,28.0,0.0,7.725,0,Q,1, Mr,18,3
1,3,female,2.5,2.0,19.2583,0,C,0, Miss,29,4
0,3,male,28.0,0.0,7.25,0,S,1, Mr,17,3
0,3,male,38.0,0.0,8.6625,0,S,1, Mr,15,3
1,2,female,33.0,1.0,27.75,0,S,0, Mrs,39,7
1,2,female,23.0,0.0,13.7917,1,C,1, Mrs,44,7
0,3,female,22.0,0.0,9.8375,0,S,1, Miss,27,4
0,1,male,28.0,0.0,52.0,1,S,1, Mr,27,4
0,2,male,34.0,1.0,21.0,0,S,0, Mr,23,4
0,3,male,29.0,1.0,7.0458,0,S,0, Mr,25,4
0,3,male,22.0,0.0,7.5208,0,S,1, Mr,25,4
1,3,female,2.5,0.0,12.2875,0,S,1, Miss,24,4
0,3,male,9.0,2.5,46.9,0,S,0, Other,30,4
0,2,male,28.0,0.0,0.0,0,S,1, Mr,32,5
0,3,male,50.0,0.0,8.05,0,S,1, Mr,24,4
1,3,female,54.5,0.0,9.5875,0,S,1, Mrs,22,3
1,1,male,25.0,1.0,65.6344,1,C,0, Mr,23,4
0,3,female,28.0,2.5,25.4667,0,S,0, Miss,22,3
1,1,female,35.0,1.0,65.6344,1,S,0, Mrs,47,7
0,1,male,54.5,0.0,29.7,1,C,1, Mr,23,4
0,3,male,30.0,0.0,8.05,0,S,1, Mr,29,4
1,3,male,9.0,1.0,15.9,0,S,0, Other,37,5
0,3,male,28.0,1.0,19.9667,0,S,0, Mr,36,5
0,3,male,21.0,0.0,7.25,0,S,1, Mr,19,3
0,1,male,54.5,0.0,30.5,1,S,1, Mr,26,4
0,1,male,54.5,0.0,49.5042,0,C,1, Mr,23,3
0,3,male,21.0,0.0,8.05,0,S,1, Mr,26,4
0,3,male,28.0,0.0,14.4583,0,C,1, Mr,21,3
1,1,female,54.0,1.0,65.6344,1,C,0, Miss,30,4
0,3,male,28.0,0.0,15.1,0,S,1, Mr,31,4
0,1,female,25.0,1.0,65.6344,1,S,0, Mrs,47,8
0,3,male,24.0,0.0,7.7958,0,S,1, Mr,18,3
0,3,male,17.0,0.0,8.6625,0,S,1, Mr,16,3
0,3,female,21.0,0.0,7.75,0,Q,1, Miss,19,3
0,3,female,28.0,0.0,7.6292,0,Q,1, Miss,30,4
0,3,female,37.0,0.0,9.5875,0,S,1, Miss,30,4
1,1,female,16.0,0.0,65.6344,1,S,1, Miss,21,3
0,1,male,18.0,1.0,65.6344,1,C,0, Mr,42,7
1,2,female,33.0,0.0,26.0,0,S,1, Mrs,45,6
1,1,male,28.0,0.0,26.55,0,S,1, Mr,45,6
0,3,male,28.0,0.0,22.525,0,S,1, Mr,24,4
1,3,male,26.0,0.0,56.4958,0,S,1, Mr,14,3
1,3,male,29.0,0.0,7.75,0,Q,1, Mr,24,4
0,3,male,28.0,0.0,8.05,0,S,1, Mr,17,3
1,1,male,36.0,0.0,26.2875,1,S,1, Mr,25,4
1,1,female,54.0,1.0,59.4,0,C,0, Mrs,46,6
0,3,male,24.0,0.0,7.4958,0,S,1, Mr,17,3
0,1,male,47.0,0.0,34.0208,1,S,1, Mr,28,4
1,2,female,34.0,0.0,10.5,1,S,1, Mrs,28,4
0,3,male,28.0,0.0,24.15,0,Q,1, Mr,17,3
1,2,female,36.0,1.0,26.0,0,S,0, Mrs,52,8
0,3,male,32.0,0.0,7.8958,0,S,1, Mr,19,3
1,1,female,30.0,0.0,65.6344,1,S,1, Miss,21,3
0,3,male,22.0,0.0,7.8958,0,S,1, Mr,15,3
0,3,male,28.0,0.0,7.225,0,C,1, Mr,18,3
1,1,female,44.0,0.0,57.9792,1,C,1, Mrs,47,7
0,3,male,28.0,0.0,7.2292,0,C,1, Mr,17,3
0,3,male,40.0,0.0,7.75,0,Q,1, Mr,18,3
1,2,female,50.0,0.0,10.5,0,S,1, Miss,20,3
0,1,male,28.0,0.0,65.6344,1,S,1, Mr,18,3
0,3,male,39.0,0.0,7.925,0,S,1, Mr,25,4
0,2,male,23.0,2.0,11.5,0,S,0, Mr,27,4
1,2,female,2.5,1.0,26.0,0,S,0, Miss,24,4
0,3,male,28.0,0.0,7.2292,0,C,1, Mr,17,3
0,3,male,17.0,1.0,7.2292,0,C,0, Mr,20,4
1,3,female,28.0,0.0,22.3583,0,C,1, Mrs,38,5
0,3,female,30.0,0.0,8.6625,0,S,1, Miss,19,3
1,2,female,7.0,0.0,26.25,0,S,1, Miss,22,4
0,1,male,45.0,0.0,26.55,1,S,1, Other,33,4
1,1,female,30.0,0.0,65.6344,0,C,1, Miss,19,3
0,3,male,28.0,0.0,14.5,0,S,1, Mr,24,4
1,1,female,22.0,0.0,49.5,1,C,1, Miss,34,4
1,1,female,36.0,0.0,65.6344,1,S,1, Miss,23,4
0,3,female,9.0,2.5,31.275,0,S,0, Miss,36,4
0,3,female,11.0,2.5,31.275,0,S,0, Miss,33,4
1,2,male,32.0,1.0,26.0,0,S,0, Mr,17,3
0,1,male,50.0,1.0,65.6344,1,C,0, Mr,26,4
0,1,male,54.5,0.0,26.0,0,S,1, Mr,28,4
1,2,female,19.0,1.0,26.0,0,S,0, Mrs,33,5
1,2,male,28.0,0.0,13.8625,0,C,1, Mr,26,5
0,3,male,33.0,1.0,20.525,0,S,0, Mr,25,4
1,2,male,8.0,1.0,36.75,0,S,0, Other,30,5
1,1,male,17.0,0.0,65.6344,1,C,1, Mr,27,5
0,2,male,27.0,0.0,26.0,0,S,1, Mr,27,5
0,3,male,28.0,0.0,7.8292,0,Q,1, Mr,20,3
1,3,male,22.0,0.0,7.225,0,C,1, Mr,33,5
1,3,female,22.0,0.0,7.775,0,S,1, Miss,18,3
0,1,male,54.5,0.0,26.55,0,S,1, Mr,18,3
1,1,female,48.0,1.0,39.6,1,C,0, Miss,65,8
0,1,male,28.0,0.0,65.6344,0,C,1, Mr,19,3
1,1,female,39.0,1.0,65.6344,1,S,0, Mrs,38,5
1,3,female,36.0,1.0,17.4,0,S,0, Mrs,44,6
0,3,male,28.0,0.0,7.75,0,Q,1, Mr,24,4
0,3,male,40.0,0.0,7.8958,0,S,1, Mr,17,3
0,2,male,28.0,0.0,13.5,0,S,1, Mr,26,4
0,3,male,28.0,0.0,8.05,0,S,1, Mr,17,3
0,3,female,28.0,0.0,8.05,0,S,1, Miss,30,4
0,3,male,24.0,2.0,24.15,0,S,0, Mr,20,4
0,3,male,19.0,0.0,7.8958,0,S,1, Mr,20,3
0,3,female,29.0,0.0,21.075,0,S,1, Mrs,43,6
0,3,male,28.0,0.0,7.2292,0,C,1, Mr,19,3
1,3,male,32.0,0.0,7.8542,0,S,1, Mr,17,3
1,2,male,54.5,0.0,10.5,0,S,1, Mr,18,3
1,1,female,53.0,2.0,51.4792,1,S,0, Mrs,45,6
1,1,male,36.0,0.0,26.3875,1,S,1, Mr,32,5
1,3,female,28.0,0.0,7.75,0,Q,1, Miss,17,3
0,3,male,16.0,0.0,8.05,0,S,1, Mr,28,5
0,3,male,19.0,0.0,14.5,0,S,1, Mr,20,3
1,2,female,34.0,0.0,13.0,0,S,1, Miss,20,3
1,1,female,39.0,1.0,55.9,1,S,0, Mrs,41,6
0,3,female,28.0,1.0,14.4583,0,C,0, Mrs,32,5
1,3,male,32.0,0.0,7.925,0,S,1, Mr,19,3
1,2,female,25.0,1.0,30.0,0,S,0, Miss,27,4
1,1,female,39.0,1.0,65.6344,1,C,0, Mrs,52,7
0,2,male,54.0,0.0,26.0,0,S,1, Mr,26,4
0,1,male,36.0,0.0,40.125,1,C,1, Mr,19,4
0,3,male,28.0,0.0,8.7125,0,C,1, Mr,19,3
1,1,female,18.0,0.0,65.6344,1,S,1, Miss,19,3
0,2,male,47.0,0.0,15.0,0,S,1, Mr,23,4
1,1,male,54.5,1.0,65.6344,1,C,0, Mr,32,3
0,3,male,22.0,0.0,8.05,0,S,1, Mr,21,3
0,3,male,28.0,0.0,8.05,0,S,1, Mr,19,3
0,3,male,35.0,0.0,7.125,0,S,1, Mr,20,3
1,1,female,52.0,1.0,65.6344,1,C,0, Mrs,47,6
0,3,male,47.0,0.0,7.25,0,S,1, Mr,26,4
0,3,female,28.0,0.0,7.75,0,Q,1, Miss,18,3
0,2,male,37.0,1.0,26.0,0,S,0, Mr,23,4
0,3,male,36.0,1.0,24.15,0,S,0, Mr,27,5
1,2,female,28.0,0.0,33.0,0,S,1, Miss,26,4
0,3,male,49.0,0.0,0.0,0,S,1, Mr,19,3
0,3,male,28.0,0.0,7.225,0,C,1, Mr,17,3
1,1,male,49.0,1.0,56.9292,1,C,0, Other,44,7
1,2,female,24.0,2.0,27.0,0,S,0, Mrs,51,7
0,3,male,28.0,0.0,7.8958,0,S,1, Mr,20,3
0,1,male,28.0,0.0,42.4,0,S,1, Mr,25,4
0,3,male,44.0,0.0,8.05,0,S,1, Mr,25,4
1,1,male,35.0,0.0,26.55,0,C,1, Mr,31,6
0,3,male,36.0,1.0,15.55,0,S,0, Mr,29,4
0,3,male,30.0,0.0,7.8958,0,S,1, Mr,17,3
1,1,male,27.0,0.0,30.5,0,S,1, Mr,27,4
1,2,female,22.0,1.0,41.5792,0,C,0, Mrs,53,7
1,1,female,40.0,0.0,65.6344,1,S,1, Miss,25,4
0,3,female,39.0,1.0,31.275,0,S,0, Mrs,57,7
0,3,male,28.0,0.0,7.05,0,S,1, Mr,21,4
1,3,female,28.0,1.0,15.5,0,Q,0, Miss,27,4
0,3,male,28.0,0.0,7.75,0,Q,1, Mr,16,3
0,3,male,35.0,0.0,8.05,0,S,1, Mr,31,4
1,2,female,24.0,1.0,65.0,0,S,0, Miss,19,3
0,3,male,34.0,1.0,14.4,0,S,0, Mr,25,4
0,3,female,26.0,1.0,16.1,0,S,0, Mrs,47,7
1,2,female,4.0,2.0,39.0,1,S,0, Miss,27,4
0,2,male,26.0,0.0,10.5,0,S,1, Mr,19,3
0,3,male,27.0,1.0,14.4542,0,C,0, Mr,19,3
1,1,male,42.0,1.0,52.5542,1,S,0, Mr,28,5
1,3,male,20.0,1.0,15.7417,0,C,0, Mr,16,3
0,3,male,21.0,0.0,7.8542,0,S,1, Mr,27,4
0,3,male,21.0,0.0,16.1,0,S,1, Mr,27,5
0,1,male,54.5,0.0,32.3208,1,S,1, Mr,21,3
0,2,male,54.5,0.0,12.35,0,Q,1, Other,30,4
1,1,female,21.0,0.0,65.6344,1,S,1, Miss,29,4
0,3,male,26.0,0.0,7.8958,0,S,1, Mr,25,3
0,3,male,28.0,0.0,7.7333,0,Q,1, Mr,24,4
1,1,male,54.5,0.0,30.0,1,S,1, Mr,36,5
0,3,male,51.0,0.0,7.0542,0,S,1, Mr,27,4
1,1,male,32.0,0.0,30.5,1,C,1, Other,25,3
0,1,male,28.0,0.0,0.0,0,S,1, Mr,29,5
0,3,female,9.0,2.5,27.9,0,S,0, Miss,18,3
1,2,female,28.0,0.0,13.0,0,S,1, Miss,17,3
0,3,male,32.0,0.0,7.925,0,S,1, Mr,26,4
0,2,male,31.0,1.0,26.25,0,S,0, Mr,19,3
0,3,female,41.0,0.0,39.6875,0,S,1, Mrs,38,6
0,3,male,28.0,1.0,16.1,0,S,0, Mr,26,3
0,3,male,20.0,0.0,7.8542,0,S,1, Mr,22,4
1,1,female,24.0,0.0,65.6344,1,C,1, Miss,20,3
0,3,female,2.5,2.5,27.9,0,S,0, Miss,29,4
1,3,male,28.0,0.0,56.4958,0,S,1, Mr,15,3
1,3,female,2.5,2.0,19.2583,0,C,0, Miss,22,3
1,1,male,48.0,1.0,65.6344,1,C,0, Mr,25,4
0,3,male,19.0,0.0,7.8958,0,S,1, Mr,17,3
1,1,male,54.5,0.0,35.5,1,C,1, Other,35,4
0,3,male,28.0,0.0,7.55,0,S,1, Mr,18,3
1,3,female,23.0,0.0,7.55,0,S,1, Miss,31,5
0,3,male,28.0,0.0,7.8958,0,S,1, Mr,17,3
1,2,female,18.0,0.0,23.0,0,S,1, Miss,19,3
0,3,male,21.0,0.0,8.4333,0,S,1, Mr,30,4
1,3,female,28.0,0.0,7.8292,0,Q,1, Miss,29,4
0,3,female,18.0,0.0,6.75,0,Q,1, Miss,28,4
0,2,male,24.0,2.0,65.6344,0,S,0, Mr,25,4
0,3,male,28.0,0.0,7.8958,0,S,1, Mr,21,3
0,3,female,32.0,1.0,15.5,0,Q,0, Mrs,29,4
0,2,male,23.0,0.0,13.0,0,S,1, Mr,28,4
0,1,male,54.5,0.0,65.6344,1,C,1, Mr,26,4
1,1,male,50.0,2.0,65.6344,0,S,0, Other,29,4
0,3,male,40.0,0.0,7.225,0,C,1, Mr,17,3
0,1,male,47.0,0.0,25.5875,1,S,1, Mr,26,4
0,3,male,36.0,0.0,7.4958,0,S,1, Mr,16,3
1,3,male,20.0,1.0,7.925,0,S,0, Mr,27,4
0,2,male,32.0,2.0,65.6344,0,S,0, Mr,18,3
0,2,male,25.0,0.0,13.0,0,S,1, Mr,27,4
0,3,male,28.0,0.0,7.775,0,S,1, Mr,26,4
0,3,male,43.0,0.0,8.05,0,S,1, Mr,15,3
1,1,female,28.0,1.0,52.0,1,S,0, Mrs,49,7
1,2,female,40.0,1.0,39.0,0,S,0, Mrs,61,8
0,1,male,31.0,1.0,52.0,1,S,0, Mr,22,3
0,2,male,54.5,0.0,10.5,0,S,1, Mr,27,4
1,2,male,31.0,0.0,13.0,0,S,1, Mr,21,3
0,2,male,28.0,0.0,0.0,0,S,1, Mr,26,4
0,3,male,18.0,0.0,7.775,0,S,1, Mr,30,4
0,3,male,24.0,0.0,8.05,0,S,1, Mr,29,4
1,3,female,18.0,0.0,9.8417,0,S,1, Miss,23,4
0,3,female,43.0,1.0,46.9,0,S,0, Mrs,39,5
1,1,male,36.0,0.0,65.6344,1,C,1, Mr,34,5
0,3,female,28.0,0.0,8.1375,0,Q,1, Miss,19,3
1,1,male,27.0,0.0,65.6344,1,C,1, Mr,18,3
0,3,male,20.0,0.0,9.225,0,S,1, Mr,27,4
0,3,male,14.0,2.5,46.9,0,S,0, Mr,27,4
0,2,male,54.5,1.0,39.0,0,S,0, Mr,33,5
0,2,male,25.0,1.0,41.5792,0,C,0, Mr,38,5
0,3,male,14.0,2.5,39.6875,0,S,0, Mr,24,4
0,3,male,19.0,0.0,10.1708,0,S,1, Mr,17,3
0,3,male,18.0,0.0,7.7958,0,S,1, Mr,31,4
1,1,female,15.0,0.0,65.6344,1,S,1, Miss,33,4
1,1,male,31.0,1.0,57.0,1,S,0, Mr,23,4
1,3,female,4.0,0.0,13.4167,0,C,1, Miss,18,3
1,3,male,28.0,0.0,56.4958,0,S,1, Mr,12,3
0,3,male,25.0,0.0,7.225,0,C,1, Mr,16,3
0,1,male,54.5,0.0,26.55,0,S,1, Other,15,3
0,2,male,52.0,0.0,13.5,0,S,1, Mr,26,4
0,3,male,44.0,0.0,8.05,0,S,1, Mr,16,3
1,3,female,28.0,0.0,7.7333,0,Q,1, Miss,32,4
0,1,male,49.0,1.0,65.6344,1,C,0, Mr,24,4
0,3,male,42.0,0.0,7.65,1,S,1, Mr,40,6
1,1,female,18.0,1.0,65.6344,1,C,0, Mrs,49,7
1,1,male,35.0,0.0,26.2875,1,S,1, Mr,32,4
0,3,female,18.0,0.0,14.4542,0,C,1, Miss,21,3
0,3,male,25.0,0.0,7.7417,0,Q,1, Mr,21,3
0,3,male,26.0,1.0,7.8542,0,S,0, Mr,23,4
0,2,male,39.0,0.0,26.0,0,S,1, Mr,46,7
1,2,female,45.0,0.0,13.5,0,S,1, Mrs,29,4
1,1,male,42.0,0.0,26.2875,1,S,1, Mr,33,4
1,1,female,22.0,0.0,65.6344,0,S,1, Miss,20,3
1,3,male,28.0,1.0,15.2458,0,C,0, Other,49,6
1,1,female,24.0,0.0,49.5042,1,C,1, Miss,48,7
0,1,male,28.0,0.0,26.55,1,S,1, Mr,18,3
1,1,male,48.0,1.0,52.0,1,S,0, Mr,24,4
0,3,male,29.0,0.0,9.4833,0,S,1, Mr,26,4
0,2,male,52.0,0.0,13.0,0,S,1, Mr,21,3
0,3,male,19.0,0.0,7.65,1,S,1, Mr,42,6
1,1,female,38.0,0.0,65.6344,1,C,1, Miss,29,4
1,2,female,27.0,0.0,10.5,1,S,1, Miss,35,5
0,3,male,28.0,0.0,15.5,0,Q,1, Mr,19,3
0,3,male,33.0,0.0,7.775,0,S,1, Mr,28,4
1,2,female,6.0,0.0,33.0,0,S,1, Miss,33,5
0,3,male,17.0,1.0,7.0542,0,S,0, Mr,25,4
0,2,male,34.0,0.0,13.0,0,S,1, Mr,28,4
0,2,male,50.0,0.0,13.0,0,S,1, Mr,23,4
1,1,male,27.0,1.0,53.1,1,S,0, Mr,29,4
0,3,male,20.0,0.0,8.6625,0,S,1, Mr,19,3
1,2,female,30.0,2.5,21.0,0,S,0, Mrs,43,6
1,3,female,28.0,0.0,7.7375,0,Q,1, Miss,24,3
0,2,male,25.0,1.0,26.0,0,S,0, Mr,31,5
0,3,female,25.0,1.0,7.925,0,S,0, Miss,29,4
1,1,female,29.0,0.0,65.6344,1,S,1, Miss,29,4
0,3,male,11.0,0.0,18.7875,0,C,1, Mr,24,5
0,2,male,28.0,0.0,0.0,0,S,1, Mr,20,4
0,2,male,23.0,0.0,13.0,0,S,1, Mr,26,4
0,2,male,23.0,0.0,13.0,0,S,1, Mr,28,4
0,3,male,28.0,0.0,16.1,0,S,1, Mr,20,3
0,3,female,48.0,1.0,34.375,0,S,0, Mrs,39,6
1,1,male,35.0,0.0,65.6344,1,C,1, Mr,22,4
0,3,male,28.0,0.0,7.8958,0,S,1, Mr,18,3
0,3,male,28.0,0.0,7.8958,0,S,1, Mr,18,3
1,1,male,28.0,0.0,30.0,1,S,1, Mr,27,4
0,1,male,36.0,1.0,65.6344,1,S,0, Mr,29,4
1,1,female,21.0,2.0,65.6344,1,C,0, Miss,37,5
0,3,male,24.0,1.0,16.1,0,S,0, Mr,17,3
1,3,male,31.0,0.0,7.925,0,S,1, Mr,18,3
0,1,male,54.5,1.0,65.6344,1,S,0, Other,28,4
0,3,male,16.0,1.0,20.25,0,S,0, Mr,27,4
1,2,female,30.0,0.0,13.0,0,S,1, Miss,21,3
0,1,male,19.0,1.0,53.1,1,S,0, Mr,25,4
0,3,male,31.0,0.0,7.75,0,Q,1, Mr,23,3
1,2,female,4.0,1.0,23.0,0,S,0, Miss,17,3
1,3,male,6.0,0.0,12.475,1,S,1, Other,19,3
0,3,male,33.0,0.0,9.5,0,S,1, Mr,32,5
0,3,male,23.0,0.0,7.8958,0,S,1, Mr,18,3
1,2,female,48.0,1.0,65.0,0,S,0, Mrs,32,5
1,2,male,2.5,1.0,14.5,0,S,0, Other,25,3
0,3,male,28.0,0.0,7.7958,0,S,1, Mr,28,4
0,2,male,18.0,0.0,11.5,0,S,1, Mr,24,4
0,3,male,34.0,0.0,8.05,0,S,1, Mr,28,4
1,1,female,33.0,0.0,65.6344,1,S,1, Other,56,8
0,3,male,28.0,0.0,14.5,0,S,1, Mr,18,3
0,3,male,41.0,0.0,7.125,0,S,1, Mr,30,5
1,3,male,20.0,0.0,7.2292,0,C,1, Mr,21,4
1,1,female,36.0,1.0,65.6344,1,S,0, Mrs,41,6
0,3,male,16.0,0.0,7.775,0,S,1, Mr,22,4
1,1,female,51.0,1.0,65.6344,1,S,0, Mrs,36,6
0,1,male,28.0,0.0,39.6,0,C,1, Other,25,4
0,3,female,30.0,0.0,7.75,0,Q,1, Miss,18,3
0,3,male,28.0,1.0,24.15,0,Q,0, Mr,19,4
0,3,male,32.0,0.0,8.3625,0,S,1, Mr,32,4
0,3,male,24.0,0.0,9.5,0,S,1, Mr,22,4
0,3,male,48.0,0.0,7.8542,0,S,1, Mr,23,4
0,2,female,54.5,0.0,10.5,1,S,1, Mrs,17,3
0,3,male,28.0,0.0,7.225,0,C,1, Mr,15,3
1,2,female,54.0,1.0,23.0,0,S,0, Mrs,37,5
0,3,male,18.0,0.0,7.75,0,S,1, Mr,39,6
0,3,male,28.0,0.0,7.75,1,Q,1, Mr,16,3
1,3,female,5.0,0.0,12.475,0,S,1, Miss,29,4
0,3,male,28.0,0.0,7.7375,0,Q,1, Mr,23,4
1,1,female,43.0,0.0,65.6344,1,S,1, Mrs,53,7
1,3,female,13.0,0.0,7.2292,0,C,1, Miss,20,3
1,1,female,17.0,1.0,57.0,1,S,0, Mrs,41,6
0,1,male,29.0,0.0,30.0,1,S,1, Mr,22,4
0,3,male,28.0,1.0,23.45,0,S,0, Mr,22,4
0,3,male,25.0,0.0,7.05,0,S,1, Mr,16,3
0,3,male,25.0,0.0,7.25,0,S,1, Mr,34,5
1,3,female,18.0,0.0,7.4958,0,S,1, Miss,25,4
0,3,male,8.0,2.5,29.125,0,Q,0, Other,25,4
1,3,male,2.5,1.0,20.575,0,S,0, Other,26,4
0,1,male,46.0,0.0,65.6344,1,C,1, Mr,24,3
0,3,male,28.0,0.0,7.75,0,Q,1, Mr,24,4
0,2,male,16.0,0.0,26.0,0,S,1, Mr,19,3
0,3,female,28.0,2.5,65.6344,0,S,0, Miss,23,4
0,1,male,28.0,0.0,30.6958,0,C,1, Mr,24,4
0,3,male,25.0,0.0,7.8958,0,S,1, Mr,21,3
0,2,male,39.0,0.0,13.0,0,S,1, Mr,18,3
1,1,female,49.0,0.0,25.9292,1,S,1, Other,27,4
1,3,female,31.0,0.0,8.6833,0,S,1, Mrs,16,3
0,3,male,30.0,0.0,7.2292,0,C,1, Mr,28,4
0,3,female,30.0,1.0,24.15,0,S,0, Mrs,52,8
0,2,male,34.0,0.0,13.0,0,S,1, Mr,20,3
1,2,female,31.0,1.0,26.25,0,S,0, Mrs,43,6
1,1,male,11.0,1.0,65.6344,1,S,0, Other,35,5
1,3,male,2.5,0.0,8.5167,0,C,1, Other,31,4
1,3,male,27.0,0.0,6.975,0,S,1, Mr,23,4
0,3,male,31.0,0.0,7.775,0,S,1, Mr,25,4
0,1,male,39.0,0.0,0.0,1,S,1, Mr,22,4
0,3,female,18.0,0.0,7.775,0,S,1, Miss,31,4
0,2,male,39.0,0.0,13.0,0,S,1, Mr,17,3
1,1,female,33.0,1.0,53.1,1,S,0, Mrs,46,6
0,3,male,26.0,0.0,7.8875,0,S,1, Mr,22,3
0,3,male,39.0,0.0,24.15,0,S,1, Mr,17,3
0,2,male,35.0,0.0,10.5,0,S,1, Mr,25,4
0,3,female,6.0,2.5,31.275,0,S,0, Miss,34,5
0,3,male,30.0,0.0,8.05,0,S,1, Mr,26,4
0,1,male,28.0,0.0,0.0,1,S,1, Mr,16,3
0,3,female,23.0,0.0,7.925,0,S,1, Miss,28,4
0,2,male,31.0,1.0,37.0042,0,C,0, Mr,18,3
0,3,male,43.0,0.0,6.45,0,S,1, Mr,32,5
0,3,male,10.0,2.5,27.9,0,S,0, Other,28,4
1,1,female,52.0,1.0,65.6344,1,S,0, Mrs,50,7
1,3,male,27.0,0.0,8.6625,0,S,1, Mr,17,3
0,1,male,38.0,0.0,0.0,0,S,1, Other,31,4
1,3,female,27.0,0.0,12.475,1,S,1, Mrs,18,3
0,3,male,2.5,2.5,39.6875,0,S,0, Other,28,4
0,3,male,28.0,0.0,6.95,0,Q,1, Mr,15,3
0,3,male,28.0,0.0,56.4958,0,S,1, Mr,12,3
1,2,male,2.5,0.0,37.0042,0,C,1, Other,21,3
1,3,male,28.0,0.0,7.75,0,Q,1, Mr,28,4
1,1,female,54.5,0.0,65.6344,1,S,1, Mrs,41,6
1,3,female,15.0,1.0,14.4542,0,C,0, Mrs,39,5
1,2,male,2.5,1.0,18.75,0,S,0, Other,31,4
0,3,male,28.0,0.0,7.2292,0,C,1, Mr,14,3
0,3,male,23.0,0.0,7.8542,0,S,1, Mr,22,3
0,3,male,18.0,0.0,8.3,0,S,1, Mr,22,4
1,1,female,39.0,1.0,65.6344,1,C,0, Miss,27,4
0,3,male,21.0,0.0,8.6625,0,S,1, Mr,16,3
0,3,male,28.0,0.0,8.05,0,S,1, Mr,19,3
1,3,male,32.0,0.0,56.4958,0,S,1, Mr,15,3
1,1,male,28.0,0.0,29.7,1,C,1, Mr,20,3
0,3,male,20.0,0.0,7.925,0,S,1, Mr,27,4
0,2,male,16.0,0.0,10.5,0,S,1, Mr,24,4
1,1,female,30.0,0.0,31.0,0,C,1, Miss,23,3
0,3,male,34.0,0.0,6.4375,0,C,1, Mr,26,4
0,3,male,17.0,0.0,8.6625,0,S,1, Mr,19,3
0,3,male,42.0,0.0,7.55,0,S,1, Mr,19,3
0,3,male,28.0,2.5,65.6344,0,S,0, Mr,24,4
0,3,male,35.0,0.0,7.8958,0,C,1, Mr,18,3
0,2,male,28.0,0.0,33.0,0,S,1, Other,17,3
1,1,female,28.0,1.0,65.6344,1,C,0, Mrs,44,6
0,3,male,4.0,2.5,31.275,0,S,0, Other,39,5
0,3,male,54.5,0.0,7.775,0,S,1, Mr,19,3
0,3,female,9.0,1.0,15.2458,0,C,0, Miss,23,3
1,1,female,16.0,0.0,39.4,1,S,1, Miss,25,4
